b4_site_smc_agency_name,c1_type_of_site,c2_landowner,c3_tenancy_agreement_for_at_least_6_months,b1_site_management,b7_community_committee_in_place,d1_most_common_reason_idps_left_place_of_origin,a8_population_groups_other_than_idps_in_site_select_all_applicable,d3_most_common_intention_in_next_three_months,c4_general_market_in_site_close_proximity,d2_1_most_common_district_of_idp_origin,d2_2_second_most_common_district_of_idp_origin,d2_3_third_most_common_district_of_idp_origin,c6_electricity_solar_power_available_in_site,c5_fuel_available_in_site_close_proximity,c8_primary_water_source,c9_primary_shelter_type,c10_primary_latrine_type,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,psp_rrm_distributions,psp_shelter_maintenance_services,psp_nfi_distribution,psp_food_distribution,psp_cash_distributions,psp_wash_services,psp_health_services,psp_education_services,psp_livelihood_services,psp_protection_services,psp_nutrition_services,psp_waste_disposal_services,if_ngo_rrm_distributions,if_ngo_shelter_maintenance_services,if_ngo_nfi_distribution,if_ngo_food_distribution,if_ngo_cash_distributions,if_ngo_wash_services,if_ngo_health_services,if_ngo_education_services,if_ngo_livelihood_services,if_ngo_protection_services,if_ngo_nutrition_services,if_ngo_waste_disposal_services,c7_presence_of_particularly_vulnerable_groups.unaccompanied_separated_children,c7_presence_of_particularly_vulnerable_groups.child_headed_hh,c7_presence_of_particularly_vulnerable_groups.elderly,c7_presence_of_particularly_vulnerable_groups.female_headed_hh,c7_presence_of_particularly_vulnerable_groups.marginalized_people,c7_presence_of_particularly_vulnerable_groups.persons_with_disabilities,c7_presence_of_particularly_vulnerable_groups.persons_with_chronic_diseases_serious_medical_conditions,c7_presence_of_particularly_vulnerable_groups.pregnant_and_lactating_women,f1_threats_to_the_site.flooding,f1_threats_to_the_site.eviction,f1_threats_to_the_site.infectious_diseases,f1_threats_to_the_site.friction_between_communities,f1_threats_to_the_site.water_contamination,f1_threats_to_the_site.conflict_related_incidents,f1_threats_to_the_site.fire_related_incidents,a1_governorate_name,a2_district_name,a3_sub_district_name,a4_site_name,a4_site_code,a6_site_occupation_date_dd_mm_yy,a7_site_population_individual,a7_site_population_hh,a8_population_groups_other_than_idps_in_site_select_all_applicable,@rrm_distributions,@shelter_maintenance_services,@nfi_distribution,@food_distribution,@cash_distributions,@wash_services,@health_services,@education_services,@livelihood_services,@protection_services,@nutrition_services,@waste_disposal_services,@maps
Other,Collective centre,Private,No,Government,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Mina,Al Hawak,Al Mudhaffar,Yes,Yes,Piped water into compound/public tap,Rented house/appartment,Pit latrine-covered,Food,Cash assistance,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,Government,Government,NA,NGO/UN agency,Government,NA,Action Contre la Faim (ACF),IOM,Nahda Makers Organization (NMO),Yemen Red Crescent Society (YRCS),Action Contre la Faim (ACF),NA,NA,NA,NA,INTERSOS,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Hamra'a,YE2515 - 1287,7/1/2017,270,51,host community,./merge/green.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/YEM_CCCM_Al Hamra'a.pdf
Danish Refugee Council (DRC),Collective centre,Private,No,Government,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Jarrahi,Zabid,Tuban,Yes,No,Water Trucking,Rented house/appartment,Pit latrine-open,Cash assistance,Medical assistance,Shelter / maintenance assistance,NA,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,Government,NA,NA,Government,NA,NA,NA,NA,World Food Programme (WFP),Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Lahj,Tuban,Al Hawtah - Tuban,Aljuraba' Al-Gharbiyyah,YE2515 - 1288,6/1/2015,240,40,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/YEM_CCCM_Aljuraba' Al-Gharbiyyah.pdf
Other,Collective centre,Private,No,Government,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Mina,Al Hali,Hays,Yes,Yes,Piped water into compound/public tap,Rented house/appartment,Pit latrine-covered,Food,Cash assistance,Sanitation services,NA,NA,NA,NA,NA,NA,NA,Government,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),UNICEF,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Bi'r Nasser,YE2515 - 1289,8/1/2017,300,50,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/YEM_CCCM_Bi'r Nasser.pdf
N/A,Spontaneous settlement,Private,Yes,Government,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Damt,Ad Dali',Ibb,No,Yes,Water Trucking,Makeshift shelter,Pit latrine-open,Food,Shelter / maintenance assistance,Medical assistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Radfan,al Habilin,"Al Mahwa Al A'ala
",YE2507 - 1290,10/1/2017,63,17,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,"./merge/YEM_CCCM_Al Mahwa Al A'ala
.pdf"
Other,Collective centre,Private,No,Government,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Hays,Al Jarrahi,Maqbanah,Yes,No,Piped water into compound/public tap,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Food,Medical assistance,Non-food items,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Sad Falej ,YE2515 - 1291,7/1/2017,119,17,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/YEM_CCCM_Sad Falej .pdf
Other,Collective centre,Private,No,Government,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Hays,Al Wazi'yah,Nihm,Yes,Yes,Piped water into compound/public tap,Host family house/apartment,Flush latrine to a tank/sewer system/pit,Water,Cash assistance,Medical assistance,NA,NA,NGO/UN agency,NGO/UN agency,NA,Government,NA,Government,NA,NA,NGO/UN agency,NA,NA,NA,Advance Foundation Development (AFD),Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,UNICEF YCO,NA,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Hussaini ,YE2515 - 1292,3/1/2018,45,10,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/YEM_CCCM_Al Hussaini .pdf
Other,Collective centre,Private,No,Government,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Jarrahi,Hays,Zabid,Yes,Yes,Piped water into compound/public tap,Host family house/apartment,Flush latrine to the open,Food,Non-food items,Medical assistance,NA,NA,NA,NGO/UN agency,NA,Government,NA,Government,NA,NA,NA,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Kudaam ,YE2515 - 1293,2/1/2018,240,40,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/YEM_CCCM_Al Kudaam .pdf
Other,Spontaneous settlement,Private,Yes,Government,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Maqbanah,Zabid,NA,No,Yes,Borehole,Makeshift shelter,Open defection,Non-food items,Medical assistance,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,UNICEF,NA,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Mukhshabah ,YE2515 - 1294,7/1/2016,110,17,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/YEM_CCCM_Al Mukhshabah .pdf
Other,Collective centre,Private,No,Government,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Wazi'yah,Mawza',Al Hali,Yes,Yes,Piped water into compound/public tap,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Food,Non-food items,Cash assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,Government,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,INTERSOS,UNICEF,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Mahwah ,YE2515 - 1295,11/1/2015,400,60,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/YEM_CCCM_Al Mahwah .pdf
Other,Collective centre,Private,No,NGO/UN agency,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Jarrahi,Hays,Mawza',Yes,Yes,Water Trucking,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Water,Cash assistance,Food,NA,NA,NGO/UN agency,NGO/UN agency,NA,Government,NA,Government,NA,NA,NGO/UN agency,NA,NA,NA,IOM,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,UNICEF,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Muhla,YE2515 - 1296,12/1/2017,1000,150,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/YEM_CCCM_Al Muhla.pdf
Other,Collective centre,Private,No,Private,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Jarrahi,Hayfan,Rassd,Yes,Yes,Piped water into compound/public tap,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Non-food items,Food,Cash assistance,NA,NA,NA,NGO/UN agency,NA,Government,NA,Government,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),Yemen Red Crescent Society (YRCS),NA,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Abrlasloum ,YE2515 - 1297,11/1/2016,140,21,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/YEM_CCCM_Abrlasloum .pdf
Other,Collective centre,Private,No,Government,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Bayt Al Faqih,Al Jarrahi,Rassd,Yes,Yes,Borehole,Host family house/apartment,Flush latrine to a tank/sewer system/pit,Food,Medical assistance,Cash assistance,NA,NA,NGO/UN agency,NGO/UN agency,NA,Private,NA,Government,NA,NA,NGO/UN agency,NA,NA,NA,Danish Refugee Council (DRC),Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,UNICEF,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Ziady ,YE2515 - 1298,2/1/2016,35,7,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/YEM_CCCM_Al Ziady .pdf
Other,Collective centre,Private,No,Government,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Maqbanah,Mawza',At Tuhayta,Yes,Yes,Water Trucking,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Food,Medical assistance,Education,NA,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NA,NGO/UN agency,NA,NA,NA,Danish Refugee Council (DRC),NA,Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,UNICEF,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,"Qaryat Ad Dawajin
",YE2515 - 1299,4/1/2016,288,48,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,"./merge/YEM_CCCM_Qaryat Ad Dawajin
.pdf"
Danish Refugee Council (DRC),Spontaneous settlement,Private,No,Government,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Makha,Al Wazi'yah,Al Khukhah,No,Yes,Water Trucking,Emergency shelter,Flush latrine to a tank/sewer system/pit,Medical assistance,Education,Cash assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NGO/UN agency,NGO/UN agency,NA,Action Contre la Faim (ACF),Nahda Makers Organization (NMO),Nahda Makers Organization (NMO),Field Medical Foundation (FMF),Norweigan Refugee Council (NRC),UNICEF,NA,NA,NA,UNICEF,UNICEF,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Saber Site,YE2515 - 1300,6/1/2015,820,159,host community,./merge/green.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/YEM_CCCM_Saber Site.pdf
Other,Spontaneous settlement,Private,No,NGO/UN agency,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Al Mudhaffar,Al Jarrahi,NA,No,Yes,"Surface water (river, dam, lake, pond, stream, canal)",Makeshift shelter,Open defection,Sanitation services,Medical assistance,Non-food items,NGO/UN agency,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,Government,NA,NA,NGO/UN agency,NA,Action Contre la Faim (ACF),NA,Yemen Red Crescent Society (YRCS),NA,Save the Children,NA,NA,NA,NA,NA,Charitable Society for Social Welfare (CSSW),NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Lahj,Al Malah,Al Malah,Bilah Valley,YE2508 - 1301,3/1/2015,30,5,none,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/YEM_CCCM_Bilah Valley.pdf
Other,Spontaneous settlement,Private,Yes,Government,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Jabal Habashi,NA,Zabid,Yes,Yes,Unprotected rainwater tank/well/spring,Open air (no shelter),Open defection,Food,Medical assistance,Sanitation services,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,Government,NGO/UN agency,NA,NA,NA,NA,IOM,IOM,Field Medical Foundation (FMF),Save the Children,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Lahj,Radfan,al Habilin,Mahwa Al Al Qahruba,YE2507 - 1302,3/1/2015,300,50,host community,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/YEM_CCCM_Mahwa Al Al Qahruba.pdf
IOM,Collective centre,Public ,No,Government,Present,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Arhab,NA,NA,Yes,No,Water Trucking,Public building,Flush latrine to a tank/sewer system/pit,Shelter / maintenance assistance,Non-food items,Protection services,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,Government,NA,NA,NGO/UN agency,NA,NA,NA,N/A,Islamic Relief Yemen (IRY),NA,NA,NA,NA,NA,NA,N/A,NA,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Azzera'ah Office ,YE2612 - 1303,10/1/2015,335,66,none,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/YEM_CCCM_Azzera'ah Office .pdf
N/A,Collective centre,Private,No,Non-existent,Non-existent,Evicted from property,Host community,Stay in the site,Yes,Ad Durayhimi,Harib,Melhan,Yes,Yes,Water Trucking,Own house/apartment,Pit latrine-open,Food,Sanitation services,Cash assistance,NA,NA,Private,NGO/UN agency,NA,Private,Private,NA,NA,NA,NA,Government,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Al Huwaydhnah,YE2612 - 1304,1/1/2015,175,35,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/YEM_CCCM_Al Huwaydhnah.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Melhan,Ad Durayhimi,Amran,Yes,Yes,Water Trucking,Transitional shelter,Pit latrine-open,Shelter / maintenance assistance,Non-food items,Water,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,Government,NA,NA,NA,Government,Government,NA,NA,Sama Al Yemen Development Foundation (SYDF),World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Kanteerah Arrawdhah ,YE2612 - 1305,1/1/2015,130,26,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/YEM_CCCM_Kanteerah Arrawdhah .pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Hazm Al Odayn,Mazhar,Al Haymah Ad Dakhiliyah,Yes,Yes,Borehole,Emergency shelter,Pit latrine-open,Shelter / maintenance assistance,Non-food items,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Ma'rib,Ma'rib,Aal Rashid Munif,Al Jathwah ,YE2613 - 1306,3/1/2015,480,70,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/YEM_CCCM_Al Jathwah .pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",NA,Stay in the site,No,Al Marawi'ah,Sirwah,Hazm Al Odayn,Yes,Yes,Protected rainwater tank/well/spring,Emergency shelter,Pit latrine-open,Shelter / maintenance assistance,Non-food items,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Ma'rib,Ma'rib,Aal Rashid Munif,Salwah,YE2613 - 1307,3/1/2015,350,62,migrants - host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/YEM_CCCM_Salwah.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Sirwah,NA,NA,Yes,Yes,Unprotected rainwater tank/well/spring,Makeshift shelter,Pit latrine-covered,Water,Shelter / maintenance assistance,Non-food items,NA,NA,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,UNICEF,NA,NA,NA,NA,UNICEF,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Ma'rib,Ma'rib,Aal Rashid Munif,Al Ghawiyah Al Kulaibi ,YE2613 - 1308,8/1/2016,400,73,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/YEM_CCCM_Al Ghawiyah Al Kulaibi .pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Nihm,Arhab,Al Haymah Ad Dakhiliyah,Yes,Yes,Water Trucking,Emergency shelter,Pit latrine-covered,Non-food items,Medical assistance,Shelter / maintenance assistance,NA,NA,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,UNICEF,NA,NA,NA,NA,UNICEF,NA,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Ma'rib,Sirwah,Sirwah,Al Mail Camp,YE2606 - 1309,10/1/2017,750,120,none,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/YEM_CCCM_Al Mail Camp.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Present,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Sirwah,NA,NA,Yes,Yes,Water Trucking,Emergency shelter,Pit latrine-open,Water,Non-food items,Medical assistance,NA,NGO/UN agency,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,Emirates Red Crescent (ERC),NA,World Food Programme (WFP),NA,UNICEF,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Ma'rib,Sirwah,Sirwah,Nabt Camp,YE2606 - 0155,2/1/2015,155,28,none,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/YEM_CCCM_Nabt Camp.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Present,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Bidbadah,NA,NA,Yes,Yes,Water Trucking,Emergency shelter,Pit latrine-covered,Water,Shelter / maintenance assistance,Non-food items,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NGO/UN agency,NA,NA,N/A,King Salman Humanitarian Aid and Relief Center (KSRelief),World Food Programme (WFP),NA,UNICEF,NA,NA,NA,NA,UNICEF,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Ma'rib,Sirwah,Sirwah,Aidat Ar Ra,YE2606 - 1311,7/1/2016,130,26,none,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/YEM_CCCM_Aidat Ar Ra.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Haymah Al Kharijiyah,Amran,Wusab Al Aali,Yes,Yes,Borehole,Emergency shelter,Pit latrine-covered,Shelter / maintenance assistance,Non-food items,Cash assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NGO/UN agency,NA,UNICEF,Yemen Red Crescent Society (YRCS),UNICEF,World Food Programme (WFP),NA,UNICEF,NA,NA,NA,NA,UNICEF,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Ma'rib,Majzar,Al Ashraf - Majzar,Al-jafrah Camp,YE2601 - 0296,3/1/2015,5000,1000,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/YEM_CCCM_Al-jafrah Camp.pdf
